Time,Temperature
1549,-2.456174
1550,-1.5603011
1551,-1.704213
1552,-1.8950344
1553,-2.1198637
1554,-2.1185265
1555,-2.560339
1556,-2.7533844
1557,-2.9352188
1558,-3.2798827
1559,-3.4809725
1560,-3.5140362
1561,-3.1285217
1562,-2.8350852
1563,-2.6002917
1564,-3.3805656
1565,-3.5235512
1566,-2.7622094
1567,-2.9038343
1568,-1.7588217
1569,-1.3276072
1570,-0.8584363
1571,-1.5304918
1572,-2.366313
1573,-2.3906598
1574,-1.6382487
1575,-2.1017547
1576,-2.0202887
1577,-2.6664205
1578,-3.1857812
1579,-2.8297174
1580,-2.9424894
1581,-2.9028401
1582,-2.8179178
1583,-2.6726108
1584,-2.3529465
1585,-2.8528287
1586,-3.037544
1587,-2.2637966
1588,-3.4125478
1589,-3.4617436
1590,-2.8551488
1591,-3.0001194
1592,-2.4818144
1593,-2.5929089
1594,-3.0966926
1595,-3.0321033
1596,-3.3309898
1597,-2.905855
1598,-2.802204
1599,-2.6220272
1600,-2.0361276
1601,-2.2519586
1602,-2.273352
1603,-1.6753997
1604,-2.1440394
1605,-1.5112555
1606,-1.5506707
1607,-1.5734819
1608,-1.2696334
1609,-1.6809192
1610,-1.9781563
1611,-2.2231846
1612,-1.5974761
1613,-2.101535
1614,-1.6798621
1615,-1.4316633
1616,-1.0804654
1617,-2.2358313
1618,-1.979416
1619,-2.313516
1620,-1.6890211
1621,-2.1307197
1622,-1.7400517
1623,-1.8511325
1624,-1.8326507
1625,-0.97669494
1626,-1.876885
1627,-1.6157845
1628,-2.0278306
1629,-2.7329376
1630,-1.9862106
1631,-1.1152358
1632,-2.1559422
1633,-2.4581945
1634,-1.6306616
1635,-1.3235223
1636,-1.7542721
1637,-1.5707399
1638,-0.57824785
1639,0.9604992
1640,1.3485994
1641,0.26838744
1642,-0.49643484
1643,0.08684684
1644,0.25123143
1645,-0.045196317
1646,-0.49845546
1647,0.17911002
1648,0.42634213
1649,1.2588168
1650,1.2135189
1651,1.1966065
1652,1.6343898
1653,0.885681
1654,0.9909023
1655,0.62552935
1656,0.4205417
1657,0.48923674
1658,0.30472332
1659,-0.71923864
1660,-0.96559596
1661,-1.5394362
1662,-1.6347642
1663,-2.029412
1664,-1.9768806
1665,-2.0618875
1666,-2.3014736
1667,-2.8182802
1668,-2.7156944
1669,-2.1767578
1670,-2.810882
1671,-2.3689914
1672,-1.57813
1673,-1.4831538
1674,-0.79781085
1675,0.42023182
1676,0.40545797
1677,-0.003361803
1678,0.36153343
1679,0.015953636
1680,1.2509313
1681,1.0532563
1682,1.4797808
1683,1.3572
1684,0.8167971
1685,1.4389986
1686,0.8306768
1687,1.1864034
1688,1.8137225
1689,1.754072
1690,1.786457
1691,1.6440088
1692,0.97581536
1693,0.34036842
1694,0.4546681
1695,0.86889935
1696,1.1346077
1697,0.8012679
1698,1.1085687
1699,1.3054689
1700,0.6373691
1701,0.18222004
1702,0.32956806
1703,-0.3081206
1704,-0.33789912
1705,-1.7144517
1706,-1.595788
1707,-2.848727
1708,-2.6363533
1709,-2.6773112
1710,-1.7665201
1711,-2.901404
1712,-2.7703452
1713,-2.3610928
1714,-2.4189181
1715,-1.6382568
1716,-2.393619
1717,-2.7341673
1718,-3.1383624
1719,-2.8204267
1720,-1.8626148
1721,-2.9350855
1722,-2.3431556
1723,-3.6083443
1724,-2.5289223
1725,-2.4583268
1726,-1.5800748
1727,-0.8439481
1728,-1.3822336
1729,-1.1164123
1730,-1.1424336
1731,-1.8221077
1732,-1.6572874
1733,-2.8992233
1734,-2.710743
1735,-3.730733
1736,-2.427773
1737,-2.8403232
1738,-2.5850418
1739,-2.3209295
1740,-2.5377748
1741,-2.602585
1742,-2.5807157
1743,-1.9469019
1744,-0.4697438
1745,0.19051884
1746,-0.14204141
1747,0.27559683
1748,0.60647213
1749,0.5345073
1750,1.4961718
1751,0.919583
1752,0.9772534
1753,0.8925611
1754,0.7241869
1755,1.2164643
1756,1.4185566
1757,1.0686047
1758,2.1913679
1759,1.2515962
1760,1.542159
1761,0.77150553
1762,1.9626683
1763,1.9094557
1764,1.021909
1765,0.6087575
1766,-0.09053143
1767,0.20514907
1768,0.5167348
1769,0.49346682
1770,-0.38798726
1771,-0.33560088
1772,0.25867322
1773,-0.24182709
1774,0.6654901
1775,-0.16341461
1776,0.8620644
1777,1.2744397
1778,1.206613
1779,2.219718
1780,2.1200018
1781,1.7976576
1782,1.532009
1783,1.4813415
1784,0.6110073
1785,1.2705662
1786,0.49392197
1787,0.9105289
1788,0.762729
1789,-0.041579515
1790,-1.0576817
1791,-0.96510535
1792,-1.5968225
1793,-2.1000762
1794,-2.3660598
1795,-2.2832596
1796,-1.8293873
1797,-1.2378262
1798,-0.6202389
1799,-1.8121095
1800,-1.6623583
1801,-1.2948897
1802,-1.632997
1803,-2.3083627
1804,-2.3232641
1805,-1.8030981
1806,-0.9137632
1807,-1.6141222
1808,-1.2116774
1809,-0.9120331
1810,-1.5040994
1811,-0.74120414
1812,-0.06515894
1813,-0.11782611
1814,1.0587404
1815,0.8620789
1816,-0.16656822
1817,-0.0705446
1818,0.12054396
1819,-1.2678435
1820,-1.5209535
1821,-1.6764301
1822,-2.1831658
1823,-1.4435433
1824,-1.973501
1825,-2.4191926
1826,-2.201621
1827,-2.2893507
1828,-2.4178877
1829,-3.2162642
1830,-3.0829613
1831,-2.3816373
1832,-2.454773
1833,-2.6744053
1834,-3.0883374
1835,-2.5651703
1836,-1.9120945
1837,-2.7534063
1838,-3.4566855
1839,-4.093971
1840,-4.5219035
1841,-4.126625
1842,-4.509228
1843,-4.633499
1844,-4.3867946
1845,-4.6010213
1846,-3.968969
1847,-4.14917
1848,-3.5197697
1849,-3.3074145
1850,-2.7416334
1851,-2.3199015
1852,-1.9686769
1853,-1.6370964
1854,-0.8215888
1855,-0.51092947
1856,0.25134763
1857,0.5008893
1858,0.79736865
1859,0.4930198
1860,0.046379324
1861,0.07087546
1862,-0.00026952525
1863,0.55898404
1864,0.18072717
1865,0.3474245
1866,1.446542
1867,0.87501615
1868,0.08733102
1869,1.3292856
1870,1.4619389
1871,0.3090809
1872,-0.14475119
1873,-0.6131409
1874,-0.51415414
1875,-1.6807973
1876,-2.09068
1877,-1.4665272
1878,-1.7701232
1879,-1.9007889
1880,-2.0848238
1881,-2.257228
1882,-2.5723376
1883,-2.0544941
1884,-2.108341
1885,-1.4949242
1886,-0.93793815
1887,-1.2305361
1888,-1.6587883
1889,-1.3964539
1890,-1.2176441
1891,-1.916448
1892,-1.9874259
1893,-2.28751
1894,-3.179817
1895,-3.2776675
1896,-2.3287094
1897,-1.9506172
1898,-1.0461276
1899,-2.1767457
1900,-2.199548
1901,-1.8735354
1902,-2.4251227
1903,-3.0398543
1904,-2.9192765
1905,-2.878925
1906,-2.6624415
1907,-2.9513
1908,-2.8950627
1909,-2.2439075
1910,-2.7315116
1911,-1.6542184
1912,-1.5056438
1913,-0.35223076
1914,0.32128054
1915,0.7482844
1916,0.55909383
1917,0.8202073
1918,0.44713593
1919,0.2108914
1920,0.38589075
1921,1.2931902
1922,0.43183595
1923,0.4636609
1924,0.29706362
1925,1.4781475
1926,1.5212731
1927,0.81684065
1928,0.4478977
1929,0.36110088
1930,0.4963267
1931,0.33865607
1932,0.44418085
1933,0.22630276
1934,0.14736898
1935,-0.4537288
1936,0.24405754
1937,1.012127
1938,0.33400312
1939,-0.0974019
1940,0.43416968
1941,1.6875364
1942,1.5082229
1943,0.58543307
1944,0.3209594
1945,0.30762836
1946,1.325693
1947,1.7196906
1948,0.21132232
1949,-0.14845516
1950,-0.04677312
1951,0.7224035
1952,1.4223316
1953,1.3519031
1954,1.7000555
1955,0.995502
1956,1.0764434
1957,0.7393965
1958,-0.35814255
1959,-0.03388271
1960,0.05312391
1961,-0.019173414
1962,0.5281468
1963,0.9152626
1964,1.0474478
1965,1.3490561
1966,-0.2790619
1967,-1.9602983
1968,-2.5237837
1969,-2.8020167
1970,-3.1756063
1971,-3.454451
1972,-3.8901677
1973,-4.229995
1974,-3.859504
1975,-2.9203029
1976,-2.065067
1977,-2.4028215
1978,-2.167777
1979,-0.30615485
1980,0.61429644
1981,-0.12641703
1982,-0.2778757
1983,-0.15931363
1984,0.9379011
1985,1.3533218
1986,1.1431453
1987,0.995013
1988,0.9068459
1989,0.09729216
1990,0.54513335
1991,1.4769354
1992,0.68336433
1993,0.8812362
1994,0.37050682
1995,0.7454584
1996,-0.21410795
1997,-0.012535345
1998,-0.46007797
1999,0.33549923
2000,-0.49211597
2001,-0.5037104
2002,-0.02310009
2003,0.5489681
2004,1.726908
2005,0.7406893
2006,1.6802188
2007,1.3235611
2008,2.0642488
2009,1.1912613
2010,1.3780584
2011,0.5803686
2012,0.14036132
2013,-0.5354837
2014,-1.8913232
2015,-1.8513851
2016,-2.1739712
2017,-2.4991624
2018,-2.6525972
2019,-2.723075
2020,-3.2392108
2021,-2.1579015
2022,-2.6567216
2023,-2.1953275
2024,-2.9236615
2025,-3.597928
2026,-3.524623
2027,-3.8356977
2028,-3.9765747
2029,-4.109164
2030,-2.643155
2031,-3.4754627
2032,-3.9780169
2033,-3.6501644
2034,-3.1785073
2035,-3.5247302
2036,-2.8094006
2037,-2.415038
2038,-2.7853868
2039,-2.2686086
2040,-1.4574764
2041,-0.8053608
2042,-1.4873823
2043,-1.1665763
2044,-0.41803205
2045,0.32843345
2046,0.3029351
2047,0.6886709
2048,0.87662035
2049,0.5863481
2050,0.91750914
2051,1.9538305
2052,1.3702099
2053,0.6029877
2054,0.000114588576
2055,-0.5011184
2056,-1.758825
2057,-2.214994
2058,-2.6154504
2059,-2.3910053
2060,-2.4078789
2061,-1.7729015
2062,-1.4297185
2063,-1.2337655
2064,-1.8065115
2065,-2.0837522
2066,-1.7272445
2067,-1.7353666
2068,-1.2689539
2069,-2.0846577
2070,-1.4220104
2071,-1.7500589
2072,-2.195798
2073,-1.9877471
2074,-1.4867933
2075,-0.76529837
2076,-1.3040164
2077,-0.9715401
2078,-0.42382443
2079,-0.4399346
2080,-0.7229087
2081,0.15241088
2082,-0.040998504
2083,1.183721
2084,0.3528037
2085,-0.55559
2086,-0.21933869
2087,-0.42589024
2088,0.20677106
2089,1.7631583
2090,1.5347397
2091,2.0103872
2092,1.4618421
2093,0.09567501
2094,-0.14141522
2095,-1.2751627
2096,-1.3813912
2097,-2.302057
2098,-2.3823757
2099,-2.0171206
2100,-1.532719
2101,-0.53388435
2102,-1.3968993
2103,-2.1117334
2104,-2.0707414
2105,-1.8127558
2106,-1.6524351
2107,-2.0466053
2108,-1.3605715
2109,-1.7901108
2110,-1.6465846
2111,-1.6185846
2112,-1.8608911
2113,-2.0966594
2114,-2.0685942
2115,-1.8944986
2116,-1.9402493
2117,-2.3225846
2118,-2.5417652
2119,-2.841979
2120,-3.3491037
2121,-3.9665554
2122,-3.562638
2123,-3.534217
2124,-3.6526523
2125,-3.793751
2126,-2.881543
2127,-2.0648506
2128,-2.750205
2129,-2.9900615
2130,-3.6626842
2131,-3.540274
2132,-3.2376745
2133,-2.9461281
2134,-3.0734723
2135,-3.0318403
2136,-2.8976927
2137,-3.1475787
2138,-2.775893
2139,-3.1279407
2140,-2.958368
2141,-1.8575454
2142,-0.47559264
2143,-0.9186663
2144,-0.15588889
2145,1.1178164
2146,2.1653304
2147,2.0480368
2148,1.1023405
2149,0.33475682
2150,0.1742505
2151,1.1045952
2152,0.33763766
2153,0.8881438
2154,1.2211173
2155,1.2844169
2156,1.0152596
2157,0.95646924
2158,0.35223722
2159,0.6213122
2160,0.49593937
2161,0.3725533
2162,-0.29596293
2163,0.053967994
2164,-0.63616353
2165,-1.0031745
2166,-0.48290372
2167,-0.30579817
2168,0.32815427
2169,-0.37442222
2170,0.86299884
2171,0.77467525
2172,1.6042837
2173,1.224387
2174,1.4444407
2175,0.46692586
2176,0.68855953
2177,0.50751764
2178,-0.024270184
2179,0.07666944
2180,-0.2546142
2181,0.08122555
2182,0.8211208
2183,0.43364352
2184,1.128407
2185,0.9113068
2186,1.0765371
2187,1.1944875
2188,1.5340748
2189,1.161607
2190,1.4807637
2191,1.073921
2192,1.0522379
2193,0.9858685
2194,0.61630255
2195,0.29445714
2196,1.3649791
2197,1.7891102
2198,1.8769497
2199,0.99060535
2200,1.1056652
2201,0.7892038
2202,0.339137
2203,0.21857852
2204,0.34380287
2205,0.57680017
2206,0.33689365
2207,-0.06946166
2208,0.67187154
2209,0.54448134
2210,1.0961785
2211,0.74023575
2212,0.042541414
2213,-0.030543504
2214,0.45264587
2215,0.092330955
2216,0.7477131
2217,1.9188955
2218,2.8221505
2219,3.3934891
2220,2.5939867
2221,1.8631183
2222,1.6982592
2223,1.3899804
2224,1.196542
2225,1.3783699
2226,2.111059
2227,1.3521081
2228,0.77940893
2229,0.6480259
2230,-0.36056828
2231,-0.02708648
2232,-0.50386375
2233,-0.9317455
2234,-2.029906
2235,-3.2435734
2236,-2.824062
2237,-2.2055848
2238,-1.6770297
2239,-2.7349565
2240,-2.7639024
2241,-2.6571832
2242,-2.6879535
2243,-1.8174887
2244,-1.1964613
2245,-0.56216025
2246,-0.0738709
2247,-0.058259416
2248,0.19325283
2249,0.9902261
2250,1.101979
2251,0.99279386
2252,0.5954313
2253,0.79178447
2254,0.14013538
2255,0.12551484
2256,-0.3601035
2257,0.37916714
2258,-0.4465323
2259,0.24587965
2260,-0.28934583
2261,0.27557102
2262,0.47400132
2263,0.54849035
2264,0.45101902
2265,0.6157038
2266,1.0964787
2267,1.4827181
2268,0.8569838
2269,1.3132949
2270,-0.24442874
2271,0.25814548
2272,0.5492327
2273,1.2557487
2274,1.2585458
2275,0.27524662
2276,-0.6283505
2277,-1.5345912
2278,-1.4294537
2279,-0.7597029
2280,0.049194008
2281,1.3169068
2282,0.9586674
2283,0.6279422
2284,0.99787444
2285,0.11733225
2286,0.123258576
2287,-0.20832688
2288,-0.17668106
2289,-0.7641622
2290,-1.7606333
2291,-0.54256237
2292,0.43415514
2293,0.5858753
2294,1.0846002
2295,0.22816361
2296,0.006613859
2297,-0.26539198
2298,0.2648029
2299,-0.7995426
2300,-0.07026701
2301,0.45225045
2302,-0.2868572
2303,0.45561063
2304,1.236485
2305,0.6617329
2306,0.5099579
2307,0.786415
2308,0.032054137
2309,0.21350273
2310,0.14364405
2311,0.5684723
2312,0.91334844
2313,0.24562465
2314,-1.063758
2315,0.008989555
2316,-0.69690514
2317,-1.2030752
2318,-1.4087149
2319,-1.7894773
2320,-1.7555729
2321,-2.440389
2322,-3.5417666
2323,-4.5499945
2324,-4.1679063
2325,-3.5209374
2326,-3.3646402
2327,-3.3363755
2328,-2.4978
2329,-2.4761236
2330,-1.3209997
2331,-1.5669504
2332,-0.65310645
2333,-0.82133865
2334,-0.92228633
2335,-1.0198593
2336,-1.4211808
2337,-1.4404317
2338,-2.4609551
2339,-2.3906753
2340,-3.2507505
2341,-2.4357789
2342,-1.6603135
2343,-2.2916691
2344,-2.3399262
2345,-2.5851207
2346,-2.3367476
2347,-1.5793614
2348,-2.4513693
2349,-3.0487082
2350,-2.7137465
2351,-2.9002733
2352,-1.9263518
2353,-2.2365916
2354,-2.11227
2355,-3.3521235
2356,-3.446922
2357,-3.4312525
2358,-3.0955443
2359,-3.598977
2360,-3.0939376
2361,-3.9517574
2362,-3.257771
2363,-2.7781742
2364,-3.275119
2365,-3.0070593
2366,-2.7002008
2367,-1.9661819
2368,-2.5235794
2369,-2.2802014
2370,-2.9888542
2371,-2.9474022
2372,-3.0341208
2373,-3.0150127
2374,-2.8264048
2375,-3.0824869
2376,-3.1316154
2377,-2.960434
2378,-3.2841966
2379,-3.2662587
2380,-3.288613
2381,-2.8675308
2382,-2.9748616
2383,-3.1817634
2384,-3.9789908
2385,-3.8463173
2386,-3.5434492
2387,-3.6513247
2388,-3.7698278
2389,-3.5421896
2390,-2.3749483
2391,-2.864783
2392,-2.8364255
2393,-3.3677762
2394,-3.3806722
2395,-2.8507428
2396,-2.926815
2397,-2.80261
2398,-2.298191
2399,-1.7747446
2400,-0.8080464
2401,-1.5523976
2402,-1.7382313
2403,-2.3885489
2404,-0.9933668
2405,-0.42552227
2406,0.015932655
2407,-0.5938787
2408,-0.31607565
2409,-0.8023218
2410,-0.9327478
2411,-0.899154
2412,-1.5197803
2413,-1.7733438
2414,-1.654283
2415,-0.4903342
2416,-1.2330264
2417,-1.8713744
2418,-2.74179
2419,-3.6397173
2420,-3.6775527
2421,-3.6003876
2422,-3.003399
2423,-3.2673666
2424,-3.1679707
2425,-2.6129198
2426,-2.2300212
2427,-2.6113026
2428,-2.088677
2429,-2.1064253
2430,-3.1753109
2431,-2.969722
2432,-3.876376
2433,-3.226637
2434,-3.1514773
2435,-3.1351185
2436,-2.0051823
2437,-1.6734371
2438,-1.8563544
2439,-2.3098767
2440,-2.7171783
2441,-3.422008
2442,-2.3831294
2443,-2.0056028
2444,-1.9863833
2445,-2.0916064
2446,-3.1252704
2447,-2.9984224
2448,-3.2959404
2449,-2.9711592
2450,-2.4095445
2451,-2.3366144
2452,-1.7937527
2453,-2.417401
2454,-2.5353918
2455,-2.6360795
2456,-2.5055382
2457,-3.0665953
2458,-2.5482225
2459,-2.6436312
2460,-2.9426491
2461,-3.0008118
2462,-3.5037355
2463,-3.8980436
2464,-3.7978263
2465,-4.062909
2466,-4.384073
2467,-3.8529973
2468,-4.0270057
2469,-3.9721081
2470,-3.2828295
2471,-3.3088775
2472,-2.1737404
2473,-1.9927688
2474,-1.9982473
2475,-1.7300737
2476,-1.0610983
2477,-0.34998742
2478,0.24116378
2479,-0.039847776
2480,0.8842752
2481,1.8024331
2482,1.3462415
2483,0.922125
2484,0.30288345
2485,2.003323
2486,0.24220958
2487,-0.17991053
2488,-0.38999012
2489,-1.229508
2490,-0.008100282
2491,0.0192299
2492,1.1452047
2493,1.0392151
2494,0.86841035
2495,0.5823424
2496,0.80726844
2497,-0.35916096
2498,-0.5005891
2499,-0.2792459
2500,0.9571681
2501,0.9188777
2502,1.1247176
2503,0.15432176
2504,-0.10000839
2505,-0.6565538
2506,-0.8810877
2507,-1.4455543
2508,-1.7033843
2509,-1.825772
2510,-2.2685819
2511,-2.6784194
2512,-2.7502446
2513,-2.5228612
2514,-2.5086305
2515,-3.383587
2516,-3.4388452
2517,-2.7673037
2518,-3.1292608
2519,-2.5242023
2520,-2.360637
2521,-2.5270638
2522,-3.1986787
2523,-2.3730376
2524,-2.047367
2525,-2.4442003
2526,-2.1210272
2527,-1.1699026
2528,-1.8248739
2529,-3.2546723
2530,-2.9114666
2531,-2.63242
2532,-3.3771634
2533,-3.6144257
2534,-3.4701295
2535,-2.3202598
2536,-1.203377
2537,-2.010451
2538,-1.9727908
2539,-2.4195168
2540,-2.9376252
2541,-3.006613
2542,-2.8343098
2543,-2.9153044
2544,-2.468409
2545,-2.8672144
2546,-2.362852
2547,-2.5866597
2548,-2.5857365
2549,-1.9071769
2550,-2.371258
2551,-2.3088534
2552,-2.3785474
2553,-2.5708294
2554,-2.1588602
2555,-2.5905693
2556,-1.7749424
2557,0.5314215
2558,0.47171438
2559,0.5844243
2560,0.56624347
2561,0.40263522
2562,1.5360631
2563,-0.73688203
2564,-2.00724
2565,-1.7949398
2566,-1.5293282
2567,-1.5615115
2568,-1.3938781
2569,-1.8014567
2570,-1.986728
2571,-1.6884264
2572,-1.584037
2573,-1.4314002
2574,-2.1868076
2575,-2.6699293
2576,-2.4140618
2577,-1.9785227
2578,-2.3256156
2579,-2.347155
2580,-2.1587899
2581,-1.9684478
2582,-1.8404313
2583,-2.168647
2584,-2.3697088
2585,-2.9411805
2586,-3.4498458
2587,-2.5777225
2588,-2.865423
2589,-2.642306
2590,-2.7600265
2591,-3.0030036
2592,-2.8956978
2593,-2.1655273
2594,-2.5451567
2595,-3.0875618
2596,-3.134911
2597,-2.3067658
2598,-1.7619737
2599,-2.5146883
2600,-1.9817061
2601,-1.7519763
2602,-2.5138338
2603,-2.748704
2604,-3.2607327
2605,-3.037121
2606,-2.1935513
2607,-1.5913868
2608,-1.6095338
2609,-1.6717724
2610,-1.8754987
2611,-2.869218
2612,-3.3682635
2613,-2.7519045
2614,-2.6565788
2615,-2.0455482
2616,-1.6162767
2617,-1.2641654
2618,-1.5659918
2619,-0.9976066
2620,-1.4470052
2621,-3.0131688
2622,-2.9519334
2623,-2.3398697
2624,-1.7450533
2625,-2.10394
2626,-2.783594
2627,-2.7973516
2628,-2.8782134
2629,-3.3600535
2630,-3.7455392
2631,-2.6619782
2632,-2.6195836
2633,-2.3570716
2634,-2.6770022
2635,-2.5619004
2636,-1.9883322
2637,-1.9636674
2638,-1.6313766
2639,-2.068992
2640,-1.3640609
2641,-1.02453
2642,-1.3336658
2643,-1.7389365
2644,-2.0893154
2645,-1.2491237
2646,-1.9216989
2647,-1.7627815
2648,-2.2632883
2649,-2.3018682
2650,-2.491865
2651,-2.7811213
2652,-3.0850053
2653,-3.2123592
2654,-3.103911
2655,-2.4121864
2656,-2.8859093
2657,-2.7765546
2658,-3.840153
2659,-2.9797242
2660,-2.8546193
2661,-2.1887887
2662,-2.9308152
2663,-3.6267188
2664,-3.3662984
2665,-2.935222
2666,-2.2157476
2667,-2.2894137
2668,-2.448862
2669,-1.5900714
2670,-1.6973087
2671,-1.1638359
2672,-1.0148642
2673,-1.8517958
2674,-1.4930149
2675,-2.3344655
2676,-1.6697009
2677,-2.022909
2678,-0.8111903
2679,-0.8780471
2680,-1.3134885
2681,-1.3457589
2682,-1.7929465
2683,-1.8314176
2684,-1.7539049
2685,-2.013159
2686,-1.0516843
2687,-1.8017673
2688,-1.8407105
2689,-1.4245813
2690,-1.5942096
2691,-0.6081829
2692,0.09806362
2693,-0.04798195
2694,0.2797995
2695,0.98340404
2696,1.2595721
2697,1.2272985
2698,1.405303
2699,1.2658858
2700,1.2916731
2701,0.6092594
2702,1.0123514
2703,0.46720183
2704,0.6931302
2705,0.6703351
2706,1.3860086
2707,1.2638798
2708,0.61151403
2709,0.67216694
2710,0.8447196
2711,0.29603234
2712,-0.39870209
2713,0.03323553
2714,0.4061681
2715,-0.07716653
2716,-0.21250372
2717,-0.14357464
2718,-0.93918735
2719,-1.3916283
2720,-1.1270174
2721,-1.4415582
2722,-1.4838462
2723,-1.8928306
2724,-2.2730532
2725,-0.6667264
2726,-1.0546635
2727,-1.6835192
2728,-2.1744926
2729,-2.6981752
2730,-3.2253554
2731,-2.1389298
2732,-2.6976492
2733,-2.8241138
2734,-3.178663
2735,-3.3891912
2736,-3.4665265
2737,-2.6763291
2738,-2.2921686
2739,-1.8040535
2740,-1.3128704
2741,-1.4143103
2742,-1.3839831
2743,-2.5085506
2744,-3.0030825
2745,-3.3955727
2746,-3.0024943
2747,-3.2988002
2748,-3.464305
2749,-2.9228013
2750,-3.5109706
2751,-3.2608504
2752,-2.8574662
2753,-2.4484303
2754,-2.3855672
2755,-2.1353936
2756,-2.1649768
2757,-2.56028
2758,-3.015325
2759,-3.3797975
2760,-3.261003
2761,-2.3670006
2762,-2.825305
2763,-2.7246
2764,-3.2998185
2765,-3.9139924
2766,-3.461608
2767,-3.577842
2768,-3.757124
2769,-4.268527
2770,-2.7430182
2771,-1.8664801
2772,-1.3767157
2773,-1.5796245
2774,-2.1046023
2775,-2.102003
2776,-2.2744179
2777,-1.96833
2778,-2.1826534
2779,-1.6663374
2780,-2.0389142
2781,-2.322256
2782,-3.073561
2783,-2.7994845
2784,-2.708501
2785,-3.4560697
2786,-3.483693
2787,-3.219697
2788,-3.5442603
2789,-3.2714427
2790,-2.820669
2791,-2.5756567
2792,-3.2747042
2793,-3.2561297
2794,-3.5109448
2795,-3.4792361
2796,-2.5606706
2797,-2.4335015
2798,-2.7478204
2799,-2.4444802
2800,-1.3247311
2801,-1.3753098
2802,-1.3587397
2803,-1.8216364
2804,-1.2900333
2805,0.081804946
2806,0.89619565
2807,0.843033
2808,0.8634346
2809,0.519451
2810,-0.6771459
2811,-0.1725123
2812,-0.0394798
2813,1.0402561
2814,0.768197
2815,0.3510623
2816,0.34149334
2817,-0.28774807
2818,0.20323333
2819,1.0571474
2820,1.4289002
2821,0.8626293
2822,0.14222057
2823,0.1610712
2824,0.9192457
2825,0.77993345
2826,0.7813989
2827,1.6761582
2828,1.2183138
2829,1.0147448
2830,0.89060986
2831,0.3960504
2832,0.21711469
2833,0.11305212
2834,-0.6719652
2835,-1.5754913
2836,-1.9099044
2837,-1.5548314
2838,-1.5334647
2839,-1.6328582
2840,-2.3399367
2841,-2.222389
2842,-2.3471196
2843,-2.3120337
2844,-2.3593981
2845,-2.3335738
2846,-1.4291923
2847,-1.3164598
2848,-0.8748128
2849,-0.58371747
2850,-0.89791125
2851,0.8504264
2852,-0.5098869
2853,0.16662471
2854,0.5610063
2855,1.1957803
2856,1.1068256
2857,0.965667
2858,0.39355528
2859,0.794186
2860,0.8613301
2861,0.66527224
2862,-0.115800634
2863,0.5479529
2864,-0.12821816
2865,0.04187002
2866,-0.08532814
2867,0.15048386
2868,-0.114441715
2869,-0.21638681
2870,0.13187854
2871,0.37448192
2872,1.5496927
2873,1.1535132
2874,1.4674149
2875,0.98337495
2876,0.5657464
2877,0.73204833
2878,0.93634844
2879,0.22468884
2880,0.8166034
2881,0.9302043
2882,0.100306965
2883,-0.10695149
2884,0.44395974
2885,0.32461008
2886,0.3386722
2887,0.06657919
2888,-0.2548321
2889,0.14304851
2890,-0.6202179
2891,-1.8451529
2892,-2.3363466
2893,-2.5767736
2894,-1.7815175
2895,-1.2428858
2896,-1.514293
2897,-1.1627464
2898,-2.2230709
2899,-2.1225226
2900,-1.6322901
2901,-1.1731192
2902,-1.880869
2903,-1.8992226
2904,-1.7069277
2905,-1.8705617
2906,-1.9288236
2907,-2.2345507
2908,-1.9943125
2909,-1.9992818
2910,-1.916749
2911,-2.439523
2912,-2.05628
2913,-2.8713236
2914,-2.438294
2915,-2.6103253
2916,-2.6673317
2917,-2.6977413
2918,-2.8336287
2919,-3.1730547
2920,-2.7305086
2921,-2.6440942
2922,-2.9154513
2923,-1.7637522
2924,-1.9745065
2925,-2.0941975
2926,-1.5317943
2927,-0.99416727
2928,-2.147867
2929,-1.9884524
2930,-2.594363
2931,-1.8291049
2932,-1.3614107
2933,-1.5737321
2934,-2.7135317
2935,-2.740523
2936,-2.711972
2937,-2.6602433
2938,-2.198783
2939,-1.4027917
2940,-1.0097674
2941,0.13066487
2942,-0.08952273
2943,0.72776014
2944,0.8390515
2945,0.8849853
2946,0.5855138
2947,0.79511726
2948,0.6096209
2949,1.3574938
2950,1.7476195
2951,0.9335854
2952,0.67395514
2953,0.2542753
2954,1.2763327
2955,1.416189
2956,1.0487744
2957,1.8791606
2958,1.055072
2959,1.0959833
2960,0.955028
2961,0.68183595
2962,1.1781433
2963,0.64195585
2964,1.0433613
2965,0.91811115
2966,0.56987965
2967,0.43148088
2968,-0.33154994
2969,-0.11739197
2970,0.8993993
2971,-0.63564867
2972,-0.6584631
2973,0.1938161
2974,0.6888694
2975,0.17689733
2976,0.25990465
2977,0.95949376
2978,0.92580146
2979,0.7530503
2980,0.16100018
2981,0.016098889
2982,-0.33639657
2983,0.17332572
2984,1.1344349
2985,1.3144956
2986,1.7888939
2987,1.9553314
2988,2.530311
2989,1.2398145
2990,0.19010407
2991,-0.6474626
2992,0.27355036
2993,0.5609579
2994,0.99169797
2995,0.8758844
2996,0.92523015
2997,0.9742224
2998,1.5403739
2999,1.4684429
3000,1.8289692
3001,1.6815841
3002,0.87550354
3003,0.91919243
3004,0.68632585
3005,-0.3015439
3006,-0.890158
3007,0.5933138
3008,0.6277372
3009,0.49593776
3010,0.36097825
3011,0.10186279
3012,0.53577584
3013,1.44446
3014,1.0679526
3015,1.3218551
